0,3,OPC,15,Oficina,Oficina,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,16,EMArea,EMArea,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,17,EMIdCentroCostos,EMIdCentroCostos,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,18,RFC,RFC,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,19,local_number,local_number,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,20,NumExt,NumExt,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700
0,3,OPC,21,NumInt,NumInt,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700
0,3,OPC,22,Id,id,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700
0,3,OPC,23,Folio,Folio,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700
0,3,OPC,24,PONombre,PONombre,1,NULL,NULL,NULL,NULL,25,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700,NULL,2026-08-17 14:27:23.700
0,3,OPC,25,TipoSabana,TipoSabana,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,26,POidPlan,POidPlan,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,27,EMidParentesco,EMidParentesco,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
0,3,OPC,28,poidplanopcion,poidplanopcion,0,NULL,NULL,NULL,NULL,25,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380,NULL,2026-08-19 11:08:19.380
